id,start_time,end_time,title,tags,people,venues,description
13417,"Fri, 25 Mar 2016 00:00:00 -0400","Fri, 25 Mar 2016 01:00:00 -0400",Personas - A tool for increasing diversity in SF," Does Not Need Moderator,  presentation, Academic",Cathy Cupitt,Hamersley North (Small Panel Room),"the National Centre for Student Equity in Higher Education developed a suite of personas to represent students from disadvantaged backgrounds. They were designed to be used as a tool for solving complex resourcing and policy issues, based on real demographic information and interconnected issues that real students engage with, without exposing confidential student data.   Investigate how these personas could also be used by writers as a tool for character development, and including nuanced characters from diverse and/or imagined backgrounds in their work. Full abstract is online at https://2016.swancon.com.au/content/academic"
13418,"Sat, 26 Mar 2016 22:30:00 -0400","Sat, 26 Mar 2016 23:00:00 -0400",Theory and practice - How theory can be used to create imagined communities," Does Not Need Moderator,  presentation, Academic",Cathy Cupitt,North Ballroom (Large Panel Room),"In the academic world, theory and practice often seem to be two separate things. However, theory can inform practice by raising new possibilities that might otherwise not be considered. How can theoretical models can be used to explain and predict human behaviour in the context of student equity, and how could they be used to create similar models of behaviour for fictional civilizations? Full abstract is online at https://2016.swancon.com.au/content/academic"
13419,"Sun, 27 Mar 2016 22:00:00 -0400","Sun, 27 Mar 2016 23:00:00 -0400",A Change in the Weather - How New is Cli-Fi and is it Science Fiction?," Does Not Need Moderator,  presentation, Academic",Cat Sparks,North Ballroom (Large Panel Room),"Is the new genre of climate change fiction, Cli-Fi science fiction or not and does it matter? Anthropogenic climate change is real and dangerous and, if left unchecked, is capable of rendering the Earth uninhabitable.  Young adult dystopian literature has been gaining traction since September 11, 2001, peaking with Suzanne Collins's successful Hunger Games trilogy and films. This paper will outline the ways in which science fiction has been exploring realistic ecocatastrophe scenarios for decades in tandem with social and political movements and concerns. It I will suggest that Cli-Fi is being used as a method of artificially distancing fiction classified as ""literary"" from perceived genre taint and will conclude that such quarantining procedures are more than just unnecessary; they may be potentially harmful. For all of us! Full abstract is online at https://2016.swancon.com.au/content/academic"
13420,"Sun, 27 Mar 2016 23:00:00 -0400","Mon, 28 Mar 2016 00:00:00 -0400",Retrospective on a lifetime in SF fandom as a cultural curator," Does Not Need Moderator, Academic",Grant Stone,Hamersley South (Discussion Room),"That's a bit of a w**ky title, says Grant. Still he said he would do his best to make a presentation out of it. Whether or not he likes it, Grant is seen as the  ""teller of tales"" and the long memory of the SF community."
13421,"Thu, 24 Mar 2016 08:30:00 -0400","Thu, 24 Mar 2016 09:00:00 -0400","Let's talk about boobs, baby."," Does Not Need Moderator,  Half (15-25 minutes),  presentation, Academic",Anna Hepworth,Hamersley North (Small Panel Room),"A rambling discussion of the biology and chemistry of human lactaion, not limited to looking at cells in human milk, gene expression, micro RNA and other funky things. Full abstract is online at https://2016.swancon.com.au/content/academic"
13422,"Sat, 26 Mar 2016 23:00:00 -0400","Sun, 27 Mar 2016 00:00:00 -0400",Encoded- genetics and DNA realities," Needs Moderator,  presentation, Academic",Jessica Davey,Hamersley North (Small Panel Room),"DNA is the stuff of life and the double helix generates a code that represents every gene in our body. The questions of mutation, recoding, manipulation and evolution are often represented in science fiction but how much of this is possible within the realms of current technologies and techniques and how much is purely in the realm of fiction? Full abstract is online at https://2016.swancon.com.au/content/academic"
13423,"Thu, 24 Mar 2016 09:00:00 -0400","Thu, 24 Mar 2016 10:00:00 -0400",Undead dilemmas," AdultsOnly,  Does Not Need Moderator,  presentation, Academic",Jessica Davey,North Ballroom (Large Panel Room),"Death comes! What happens to a body after death? Fiction has a history of reanimation, vampires, zombies, ghouls and Frankenstein's monster. The human body isn't designed to continue beyond expiration so what environmental challenges would these fictional beings have to contend with? What affects Australian corpses in particular? Full abstract is online at https://2016.swancon.com.au/content/academic"
13424,"Mon, 28 Mar 2016 02:00:00 -0400","Mon, 28 Mar 2016 03:00:00 -0400",Big Weather: Predicting a future climate," Does Not Need Moderator,  panel, Academic","Jack Bridges, Chris Creagh, Cat Sparks",South Ballroom (Large Panel Room),"Within the next century runaway climate change will radically change the nature of the planet Earth. Temperatures will increase, oceans will acidify, sea levels will rise, cities will flood and food and water supplies will diminish. What will the Earth of 2115 look like? What effects will it have on speculative fiction attempting to accurately portray the future? A panel of specialists explore the very grave risks that humanity faces â?? and suggest ways in which human civilizations may evolve and adjust in the coming decades. Can SF authors find a way through the chaos even if governments can not. Full abstract is online at https://2016.swancon.com.au/content/academic"
13425,"Fri, 25 Mar 2016 05:00:00 -0400","Fri, 25 Mar 2016 06:00:00 -0400",User's Guide to Time Travel," Does Not Need Moderator,  presentation, Academic",Samuel Baron,North Ballroom (Large Panel Room),"Suppose you travel into the past. In a fit of homicidal rage, you attempt to kill your grandfather before he conceived your mother. Suppose you succeed, and your grandfather dies at your hand. Then you will never be born and you will never travel back in time to kill your grandfather. So your grandfather both lives and dies. Paradox! Suppose, instead you fail. Why do you fail? What is it that stops you from taking your grandfatherâ??s life? If one is unable to kill oneâ??s grandfather, do the paradoxes of time travel therefore threaten oneâ??s free will? Can the paradoxes be avoided by introducing higher temporal dimensions in which grandfathers can be freely killed without consequence? And are we forced to posit a mysterious â??logical guardianâ??, hell bent on ironing out paradoxes wherever they arise? This talk will take you on a multi-dimensional tour of philosophy and time. Full abstract is online at https://2016.swancon.com.au/content/academic"
13426,"Thu, 24 Mar 2016 08:00:00 -0400","Thu, 24 Mar 2016 08:30:00 -0400",Crime Fighting Flies," Does Not Need Moderator,  Half (15-25 minutes),  presentation, Academic",Ellora Ker,Hamersley North (Small Panel Room),"How the great Australian pest is an important resource in crime investigation. The first documented use of entomology (the study of insects) in a forensic setting was in China in the 13th century, when farmers were instructed to lay down their scythes, revealing a murderer by the attraction of flies to their bloodied blade. In the last few decades forensic entomology has developed into an important tool in crime scene analysis.  Applications range from the determination of the time since death to detecting the movement of the body, to an analysis of chemicals in a body.  Forensic entomology is also applied in cases of food contamination, and in animal or human abuse or neglect situations.  Our pesky fellow Aussies can be more helpful than hindrance. Full abstract is online at https://2016.swancon.com.au/content/academic"
