id,start_time,end_time,title,tags,people,venues,description
1557,"Fri, 10 Apr 2009 03:00:00 -0400","Fri, 10 Apr 2009 04:00:00 -0400",Banned Books,"Books & Literature, Equipment: AV","Gina Goddard, Stephen Griffiths, Emma Hawkes",Cocktail Lounge,"'If you've got a blacklist, I want to be on it...'

Science fiction and fantasy books feature prominently in the pantheon of banned books. Books that seem inoffensive to today's readers, such as The Wizard of Oz, were previously considered so dangerous that schools and libraries refused to hold them.  Classics of the genre including Slaughterhouse Five and Brave New World still raise frequent objections. What is it about these books and the genres of fantasy and science fiction in general that raise the ire of those who would control what we
read?"
1558,"Fri, 10 Apr 2009 01:00:00 -0400","Fri, 10 Apr 2009 02:00:00 -0400",Book Club: Hosted lunch,"Books & Literature, Fantasy, Format: Discussion, Science fiction",Michael Cogan,Other,"Join Michael Cogan over lunch to get together and discuss the books you read in order to meet the authors (authors are not invited). Bring your favourite books and share your thoughts then take them to the signing in the afternoon! 

NB: Location: Hotel Restaurant"
1559,"Fri, 10 Apr 2009 03:00:00 -0400","Fri, 10 Apr 2009 04:00:00 -0400",Book Signings I,"Books & Literature, General, Guests","K. A. Bedford, Laney Cairo, Trudi Canavan, Shane Jiraiya Cummings, Russell B Farr, Pete Kempshall, Paul Kidd, Martin Livings, Sonia Marcon, Bevan McGuinness, Richard Morgan",Montana B,"Book signings by our guests and other authors. This signing session will include:

Richard Morgan

Trudi Canavan

Martin Livings

Sonia Marcon

Pete Kempshall

Bevan McGuinness

Paul Kidd

Russell B Farr

Shane Jiraiya Cummings

K.A. Bedford

Laney Cairo"
1560,"Thu, 09 Apr 2009 22:00:00 -0400","Thu, 09 Apr 2009 23:00:00 -0400",Breakfast with John Robertson,"General, Icebreaker",John Robertson,Other,"Having trouble deciding between getting an extra hour of sleep, eating breakfast, and attending a panel? Well, we've made it a little easier. Join John Robertson for an informal Q&A session over breakfast. Seating not at tables will be available for those who don't wish to partake of the buffet goodness. Afraid you won't be awake enough to remember the question you want to ask? Submit questions to the moderator via email before the con.

Location: Hotel restaurant, 10:00AM"
1561,"Fri, 10 Apr 2009 08:30:00 -0400","Fri, 10 Apr 2009 09:30:00 -0400",Channel Flicking,"Equipment: AV, Format: Panel, Media, TV","David Gunn, Sonia Marcon, Grant Watson",Montana A,"A presentation of some of the strangest film, television and animation clips you're likely to see. The funniest bits. The funniest bits that aren't intentional. The ""oh god what were they thinking"" moments of science fiction. An eclectic late-night presentation by Grant Watson and David Gunn.

Adult themes."
1562,"Thu, 09 Apr 2009 21:00:00 -0400","Thu, 09 Apr 2009 22:00:00 -0400",Dance Dance Revolution,"Equipment: AV, Format: Workshop, General","",Montana A,"Aerobics and dancing game. Get some exercise and humiliate yourself in public - go on, you know you want to. Think of all that pizza last night.

Participate at your own risk!"
1563,"Thu, 09 Apr 2009 22:00:00 -0400","Thu, 09 Apr 2009 23:00:00 -0400","Frontiers, Commons and Copyright: Creativity in the Internet Age","General, Technology","Maia Bobrowicz, David Cake, Cathy Cupitt, Sarah Xu",Cocktail Lounge,"By facilitating collaboration, remixing, re-working and linking, the Internet is changing the boundaries of creative practice. Electronic Frontiers Australia, Creative Commons, and the Organization for Transformative Works are at the forefront of digital rights and creative metamorphosis. What do these organisations do? What avenues for art and writing do they provide? Why do we need them and what can they do for you?"
1564,"Fri, 10 Apr 2009 10:30:00 -0400","Fri, 10 Apr 2009 11:30:00 -0400",Gender Gap in Gaming?,Gaming,"Karen Babcock, Anneliese Bear, Leece, Rob Masters, Mike O'Brien",Montana B,"Gaming is often seen a guy thing, but is it really true? How do men and women approach gaming differently? Does the type of game: card, board, video, arcade, PC or online matter? Do people play differently in same-sex versus mixed groups? What about when people don't know other players?"
1565,"Fri, 10 Apr 2009 08:30:00 -0400","Fri, 10 Apr 2009 09:30:00 -0400",Grass-Cast Gaming Podcast,"Gaming, Geek stuff","Mike Browner, Chris Hayward, Jon Hayward, John Robertson, Greg Tannahill, Paul Turner",Montana B,"Come join John Robertson, Paul Turner, Chris Hayward, Mike Browner and special guest Greg Tannahill as they discuss video gaming in all its forms and guises.  With permission the panel will be podcasted to www.grass-cast.com the following week.  And you might even get a laugh out of it..."
1566,"Fri, 10 Apr 2009 02:00:00 -0400","Fri, 10 Apr 2009 03:00:00 -0400",Guest of Honour Speech - Richard Morgan,"Books & Literature, Guests, Science fiction",Richard Morgan,"Montana A, Montana B","Join Richard Morgan, International Guest of Honour, as he talks about his books and writing."
1567,"Fri, 10 Apr 2009 05:00:00 -0400","Fri, 10 Apr 2009 06:00:00 -0400",Hack Your Hardware (V2.0b),"Equipment: AV, Format: Workshop, Technology","David Cake, John Parker",Montana B,"Flashing your firmware, bashing you box - Welcome to the wonderful world of modding. We look at simple hacks for your phone, camera and game console. A reprise of the panel at Wasteland II: Age of Iron."
1568,"Fri, 10 Apr 2009 00:00:00 -0400","Fri, 10 Apr 2009 01:00:00 -0400",Hard SF with the soft sciences,"Guests, Science, Science fiction","Sophie Ambrose, Bec Handcock, Vanessa Huang, Richard Morgan",Montana B,Retroviruses acting like giant evolutionary computers; genetically engineered super soldiers; languages which allow you to see through time; downloading into different bodies and the strange psychology of the immortal: we discuss the wonderful places science fiction can go when it remembers that there's more to science than physics and computers.
1569,"Fri, 10 Apr 2009 00:00:00 -0400","Fri, 10 Apr 2009 01:00:00 -0400",How to create an online comic,"Books & Literature, Comics, Writing","Jon Hayward, Andy Phillips, Colin Sharpe, Emily Smith",Cocktail Lounge,"Between Diamond and Newspapers dropping comics left, right and center, the traditional methods of getting a comic printed are dying out. So why not put your work online? Join us as we discuss how to get your work online, why you should, some of the common pitfalls seen in online comics and some of the success stories."
1570,"Thu, 09 Apr 2009 21:00:00 -0400","Thu, 09 Apr 2009 22:00:00 -0400",Humour in Speculative Fiction,"Speculative fiction, TV","Margaret Dunlop, Alastair Irvine, Mel Kosick-McCaw",Montana B,"Red Dwarf, Discworld, Hal Spacejock. Where does humour work well in speculative fiction? Where does humour not work well? What sort of humour is suited to particular circumstances?"
1571,"Fri, 10 Apr 2009 02:00:00 -0400","Fri, 10 Apr 2009 06:00:00 -0400",Invitation to Game,Gaming,Greg Tannahill,Acacia,"Come and save the world from deadly diseases in Pandemic, compete to create the most elaborate sushi recipes in Wasabi or race across space in a rickety starship in Galaxy Trucker....

Modern boardgames (also called Euro- , Designer- or German-games) share a number of characteristics which distinguish them from better known games (the Risk and Monopoly of our youth perhaps). They tend to be playable in a relatively short period of time (usually 60-90 minutes),  have relatively simple rules, be well balanced (it is rare for a player to be out of contention halfway through a game) and generally avoid direct conflict between players. High production values are common â€“ these games often look beautiful.

Sessions will run from 11am to 6pm on Friday and Sunday, at scheduled times, starting with a brief discussion of modern games and their mechanics. Knowledgeable and enthusiastic game guides will teach groups how to play a variety of games. Each different game you play during the day will give you an entry in the draw for a daily boardgame prize.

A wide selection of games will be available, and players will be able to 'book in' to play a game at a particular time."
1572,"Thu, 09 Apr 2009 22:00:00 -0400","Thu, 09 Apr 2009 23:00:00 -0400",Is Space Opera Science Fiction?,"Books & Literature, Science fiction","John Parker, Elaine Walker",Montana B,"Traditionally, Space Opera is seen as Science fiction. This panel is to discuss whether this is indeed the case, or whether the genre would be better described as a form of Fantasy. This is to be a group discussion, led by the panelists. Specific examples will be looked at, which will include LMB's Vorkosigan universe, as well as Star Wars as a counterpoint."
1573,"Fri, 10 Apr 2009 09:30:00 -0400","Fri, 10 Apr 2009 10:30:00 -0400",Is there anybody out there?,"Academic Panel, Equipment: AV, Format: Panel, Science",Andrew Williams,Cocktail Lounge,"In the last decade, the discovery of hundreds of extrasolar planets has
firmly pinned down our understanding of planet formation, and led to the
conclusion that planets are extremely common. At the same time, the
study of Archeabacteria 'extremophiles' has widened our horizons for the
conditions where life can survive, including extremes of heat, cold,
acidity, alkalinity, salt, and radiation much harsher than ever before
imagined.

This talk will describe the new science of astrobiology, and cover the
best current models of where and when in the Milky Way life might have
evolved, what forms it might take, and how best to search for it, using
methods ranging from spectroscopy using OLTs (Overwhelmingly Large
Telescopes) to SETI."
1574,"Fri, 10 Apr 2009 07:30:00 -0400","Fri, 10 Apr 2009 08:30:00 -0400",Launch of The Priestess and the Slave,"Books & Literature, Reading, Women, Writing","Jenny Blackford, Trudi Canavan",Montana B,"Guest of Honour Trudi Canavan will launch Jenny Blackford's historical novella The Priestess and the Slave, set in classical Athens and Delphi. There will be anachronistic ouzo and baklava.

http://www.hadleyrillebooks.com/Priestess.html"
1575,"Fri, 10 Apr 2009 00:00:00 -0400","Fri, 10 Apr 2009 01:00:00 -0400",Lunch at Lido 12:30pm-2pm - Welcome to your first convention!,"",Sarah Parker,Other,"Are you coming to your first Swancon on Friday?

I'm hosting a Welcome Lunch at the restaurant just down the road. I'll be there with some friends to ask how you're day is going, what your impressions are, and answer any questions you like. Feel free to bring friends, and just drop in for a bit. Lunches at the Lido vary between $7 - $20, and a wide range of Asian dishes are on offer.

Please drop by and say hello!

When?
Friday 12:30 pm until 2pm at

Where?
The Lido Restaurant
416 William St, Northbridge, WA, 6003,
(08) 9227 5545

Who?
I'll be there with a name tag, plus a few others, and maybe a committee member. There will be Swancon signs on the table, so look for the shiny artwork.I'll also be wearing my Hungry Caterpillar necklace, which may help some of you find me. :-)"
1576,"Fri, 10 Apr 2009 09:30:00 -0400","Fri, 10 Apr 2009 11:30:00 -0400",Magical Hat of Mysteries,General,"Danny Oz, John Robertson, Grant Watson",Montana A,"Well, we've done two Magical Hat of Mysteries in a row - and we'd like to do another late- night comedy panel, but we want to make something new for everybody - so, even though I'm writing this, I don't really know what the panel is... but then, we never really knew what Magical Hat was going to be either... :-)"
1577,"Fri, 10 Apr 2009 07:30:00 -0400","Fri, 10 Apr 2009 12:30:00 -0400",Monster Games,Gaming,Greg Tannahill,Acacia,"Conquer or connive your way to the Imperial throne in Twilight Imperium, match (or lose) your wits against eldrich abominations in Arkham Horror or lead your legions to victory in Conquest of the Empire.

Some games just won't fit neatly into a short space of time. These are grand, sprawling affairs with lots of detail that will take 3-4 (or more!) hours to play. Just getting everyone together for a game can be a challenge in itself.... but that's what cons are for!

To facilitate the larger games, players will be able to sign up to play a game each evening (from about 8PM). Games will have a host who will teach new players the rules and, to ensure they start on time, reserve players who can fill a slot if a player cannot fulfill their commitments."
1578,"Fri, 10 Apr 2009 04:00:00 -0400","Fri, 10 Apr 2009 05:00:00 -0400",Reading: The King of the Copper Mountains,"","Leece, John Parker",Other,"Leece reads from her favourite book in all the world.

The King of the Copper Mountains is dying, and has only his faithful hare for company. The Wonder Doctor is called to help, and to keep the King's heart going, promises to fetch the Golden Speedwell, sending any animals he finds to tell the King stories. Will the stories keep him alive until the Wonder Doctor arrives? The stories of three headed dragons, fierce wolves and dwarves with diamond saws and the continuing adventures of the Wonder Doctor keep us enthralled.

Enjoy an introduction to this classic of Dutch literature which entertains the adult in the child, and the child in the adult."
1579,"Fri, 10 Apr 2009 11:30:00 -0400","Fri, 10 Apr 2009 12:30:00 -0400",Readings,"Books & Literature, Reading",Sarah Parker,Montana B,"Smut readings held late at night.

Adult themes."
1580,"Fri, 10 Apr 2009 09:30:00 -0400","Fri, 10 Apr 2009 10:30:00 -0400",Religion in Fantasy,"Fantasy, Guests, History","David Cake, Trudi Canavan, Satima Flavell, Kathryn Hemsley, Bevan McGuinness",Montana B,"As an important part of many human lives, it is unsurprising that fantasy worlds often contain religions or spiritual belief structures. Whilst some of these are based quite closely on existing religions, many vary widely, with regularly incarnate deities, incredibly accurate prophecies or capricious deities playing board games with human souls. To what degree is religion a key component within a fantasy world, or when does it become overdone deus ex machina?"
1581,"Fri, 10 Apr 2009 04:00:00 -0400","Fri, 10 Apr 2009 05:00:00 -0400","Strong Women in New Who, the Whedonverse, and SFF",Gynaecon,Sarah Xu,Montana B,"Round Table Discussion

Strong women who look good and kick arse - but are they lacking in agency? Has 'strong' become the new sexy? And what do they think 'strong' means anyway? Is it all for the male gaze, or is this a step forward for the representation of women? Why does being physically violent equal sexy?"
1582,"Fri, 10 Apr 2009 03:00:00 -0400","Fri, 10 Apr 2009 04:00:00 -0400",Tattoo You,"Format: Discussion, Format: Panel","Stephanie Bateman-Graham, Anysia Chung, Wing Chung, Kaneda Cruz",Montana A,"What body art do fans like to ""wear""?  How do you decide and what should you be thinking about before you decorate your body with something permanent?  What does a tatt say about you?

All of these and many more will be discussed."
1583,"Fri, 10 Apr 2009 04:00:00 -0400","Fri, 10 Apr 2009 05:00:00 -0400",The Battle for Copyright: Fandom versus Mega Corporations,"Academic Panel, Equipment: AV, General","Cathy Cupitt, Jaunita Landesse",Cocktail Lounge,"This paper is driven by two questions: What is copyright? and How should it work? One common view of copyright is that itâ€™s a way for authors to protect their hard work. While this is true, it is not the whole story. In particular: it is not individual authors who control and influence copyright law -- it is corporate authors, such as Disney, and government authors, such as the Australian Commonwealth."
1584,"Thu, 09 Apr 2009 22:00:00 -0400","Thu, 09 Apr 2009 23:00:00 -0400",The Boardgame Geek - Beyond Settlers,"Format: Panel, Gaming, Geek stuff",Mike O'Brien,Acacia,"Do you know your Euro from your Ameritrash? Does the word CRT give you a warm feeling? Do you have dreams of Essen Spiel, or maybe Martin Wallace is your poster boy? 

Gaming and Fandom have always shared a space. Michael O'Brien presents an talk on the vast and popular world of boardgaming that will be of interest to the uninitiated and the dedicated meeplephile."
1585,"Thu, 09 Apr 2009 23:00:00 -0400","Fri, 10 Apr 2009 00:00:00 -0400",The Universe of Liad and the world of Korval,"Books & Literature, Science fiction","Paul Andinach, Leece, Rob Masters, Elaine Walker",Cocktail Lounge,"Codes of Conduct, Clans, Pilots, Healers, Dramliz, Terrans, Turtles, Sentient Trees, Spies, Scouts, Traders, Soldiers, Mercenaries, Juntavas, Gamblers, Scholars, Artists, Musicians, Romance and Wonder, Space Battles and Deepest Intrigue, Cultural Pioneering and Cats.

""Of the Great Houses, there are precisely 50. And then there is Korval""

""In an ally, considerations of house, clan, planet, race are insignificant beside two prime questions, which are:
1. Can he shoot?
2. Will he aim at your enemy?""--Cantra yos' Phelium.

There are already 10 Liaden books, and more short stories, and all  are worthy of examination for anyone who likes richly tapestried worlds and splendid characters."
1586,"Fri, 10 Apr 2009 07:30:00 -0400","Fri, 10 Apr 2009 08:30:00 -0400",Tintin,"Books & Literature, Comics, Equipment: AV, History","Damian Magee, Mike O'Brien",Montana A,"Looking at the history of the character throughout books, cartoons, and films. We will examine the history of the series, why we still enjoy reading Tintin today and our favourite stories. 

Join us in exploring Tintin on screen both animated and live."
1587,"Thu, 09 Apr 2009 23:00:00 -0400","Fri, 10 Apr 2009 00:00:00 -0400",Top 10 SF&F TV Shows - Vote!,"Media, TV",Tom Eitelhuber,Montana A,"Armed with only a whiteboard and an enthusiastic audience, we'll try to determine the ten best Science-Fiction and Fantasy TV shows of all time. Come along and cast your votes to determine the winners! Will your favourites make the grade?"
1588,"Fri, 10 Apr 2009 00:00:00 -0400","Fri, 10 Apr 2009 01:00:00 -0400",Trailer Park,"Equipment: AV, Media","David Gunn, Grant Watson",Montana A,"Another year, another batch of Hollywood blockbusters vying for the
film-going public's attention. Come along to watch the latest trailers
for 2009's biggest science fiction and fantasy blockbusters, as well
as some more obscure releases coming in under the radar. From the team
who predicted Pirates of the Carribbean would be great (it was),
Hellboy would be fantastic (it wasn't), and Speed Racer would be very
psychadelic on the eyes (we're still rubbing them) comes another
annual round of trailer-watching mayhem."
1589,"Fri, 10 Apr 2009 10:30:00 -0400","Fri, 10 Apr 2009 11:30:00 -0400",TV Pilots,"Equipment: AV, Media","Stephen Griffiths, Jenny Owen, Graeme Watson",Cocktail Lounge,What's coming up? What looks good? What looks terrible but we're going to watch anyway?
1590,"Fri, 10 Apr 2009 05:00:00 -0400","Fri, 10 Apr 2009 06:00:00 -0400",Vanity Press,Writing,"Karen Babcock, Colin Sharpe, Robert N Stephenson",Cocktail Lounge,Self publishing: Discuss!
1591,"Fri, 10 Apr 2009 11:30:00 -0400","Fri, 10 Apr 2009 12:30:00 -0400",Web pilots,"Equipment: AV, Media",Heidi Kneile,Cocktail Lounge,"More and more media is being released via the web. Discuss! Doctor Horrible, Sanctuary, BSG webisodes, New Who Tardisodes, Eureka."
1592,"Fri, 10 Apr 2009 08:30:00 -0400","Fri, 10 Apr 2009 09:30:00 -0400",Where do Swancons come from?,"","John Green, Anna Hepworth, PRK",Cocktail Lounge,"Ever wondered how a Swancon comes together, what's involved, and how you can participate if you're interested? Come along and speak with past, present and future Swancon committee members! We'll also include an outline of the Swancon bidding process for those who'd like to bid for Swancon 2011."
1593,"Thu, 09 Apr 2009 23:00:00 -0400","Fri, 10 Apr 2009 00:00:00 -0400",Writing Horror - Tips & Techniques,"Format: Panel, Writing","Shane Jiraiya Cummings, Stephen Dedman, Sue Isle, Martin Livings",Montana B,"A panel where published horror authors provide an overview of their major ""do's"" and ""don'ts"" for writing in the genre along with various tips and techniques for crafting stories."
1594,"Sat, 11 Apr 2009 00:00:00 -0400","Sat, 11 Apr 2009 01:00:00 -0400",2008 in Film,"","Tom Eitelhuber, Jaunita Landesse, Tina Lorenz",Montana B,"Speed Racers, Crystal Skulls, Iron Men and one very Dark Knight - there's no doubt that 2008 delivered plenty of big-screen thrills for science-fiction and fantasy film buffs. Our panelists will look back over the year's major genre releases and try to separate the hits from the misses."
1595,"Fri, 10 Apr 2009 21:00:00 -0400","Sat, 11 Apr 2009 05:00:00 -0400",Art Show,Art,Stephanie Bateman-Graham,Oshaneshii,"Swancon is a celebration of creativity in all its different forms, and the Swancon Art Show is an opportunity for members of the Swancon community to display and sell original works of art in any medium: pencil, paint, leather, lace, plaster, CG, paper and steel. Everyone has the capacity to create something interesting; everyone is an artist. Except maybe that person responsible for 'Dogs Playing Poker'."
1596,"Sat, 11 Apr 2009 05:00:00 -0400","Sat, 11 Apr 2009 06:00:00 -0400",Art Show Auction and Breakdown,Art,Stephanie Bateman-Graham,Oshaneshii,Come and bid for those art items that gained more than five offers during the art show.
1597,"Sat, 11 Apr 2009 04:00:00 -0400","Sat, 11 Apr 2009 05:00:00 -0400",Be Kind to Your Editor,"General, Writing","Karen Babcock, Jenny Blackford, Russell B Farr, Cat Sparks, Robert N Stephenson",Cocktail Lounge,"From writing mechanics, to formatting, to knowing how to use word processor features: what you can do to make your editor's life easier, and to make the editing process as pain-free as possible for both of you."
1598,"Sat, 11 Apr 2009 10:30:00 -0400","Sat, 11 Apr 2009 11:30:00 -0400",Best and Worst of Anime,"Anime, Equipment: AV, Media","Jon Hayward, Matt Sharpe",Cocktail Lounge,"Celebrating the finest (and the not so finest) moments in Anime. Come and find out what to look for and be inspired! Find out what to avoid... or seek out if that's your thing.

Adult themes."
1599,"Fri, 10 Apr 2009 21:00:00 -0400","Fri, 10 Apr 2009 22:00:00 -0400",Childhood books you still enjoy,"Books & Literature, Format: Discussion, General","Theresa Anns, Sue Isle, Leece",Montana B,"What is it about these books? Some last the distance, some never had it (I never really enjoyed Alice), and some just don't last.

Is there something quantifiable or is it just our memories providing that sensation of the comfort and innocence (hah) of childhood? The Last Battle didn't last the distance for me, but Lizard Music and the King of the Copper Mountains did. What did and didn't make it for you?"
1600,"Fri, 10 Apr 2009 21:00:00 -0400","Fri, 10 Apr 2009 22:00:00 -0400",Draw your own cartoon character,"Art, Format: Workshop",Emily Smith,Cocktail Lounge,Drawing workshop where a comic artist walks you through drawing your own character.
