id,start_time,end_time,title,tags,people,venues,description
12703,"Fri, 03 Apr 2015 11:30:00 +0800","Fri, 03 Apr 2015 12:00:00 +0800",Pocky Ker-Plunk,Family,Ruth Turner,Family Room (Boardroom),
12447,"Fri, 03 Apr 2015 12:00:00 +0800","Fri, 03 Apr 2015 13:00:00 +0800",Food as Worldbuilding,"Fantasy, Writing","Bec Handcock, Donna Maree Hanson, Shona Husk, Devin Jeyathurai, Glenda Larke, Dave Luckett",North Hamersley (Gaming and Others),"MODERATOR: BEC HANDCOCK
A look into how food is used in world building to develop a sense of atmosphere in creative works. Everybody eats – but how does what they eat tell you about how they live? What traditions, customs, and flavours dominate the local food? In what ways can the protagonist highlight or learn things about themselves from their experiences? Food has been used in books such as the Kushiels’ Dart series, A Song of Fire and Ice, and the Legend of the Seeker. How did the authors use food in their books?

Soylent green is people."
12622,"Fri, 03 Apr 2015 12:00:00 +0800","Fri, 03 Apr 2015 13:00:00 +0800",The Big Finish: Full cast radio plays make a comeback.,"Family, Mod, Podcast / Radio","Aaron Creaser, Isobel White",Hamersley South (Small Panel Room),"Come and find what makes a Big Finish Audio and what they are all about.

Subscribers get more at Big Finish."
12704,"Fri, 03 Apr 2015 12:00:00 +0800","Fri, 03 Apr 2015 13:00:00 +0800",Juggling: A How-To Guide,Family,Kitty Byrne,Family Room (Boardroom),Juggling is a great way to exercise your hand-eye coordination and improve your reaction times. And it's fun! Come and learn to juggle with someone who taught herself with YouTube videos. All ages welcome! Suitable for anyone who can throw and catch :)
12754,"Fri, 03 Apr 2015 12:00:00 +0800","Fri, 03 Apr 2015 13:00:00 +0800",Kylie Chan - Signing,Guest of Honour Item,Kylie Chan,North Ballroom (Large ballroom),
12792,"Fri, 03 Apr 2015 12:00:00 +0800","Fri, 03 Apr 2015 12:30:00 +0800",Launch - Deborah Kalin - Cherry Crow Children,"Launch, Writing",Alisa Krasnostein,Centre Ballroom (Med Ballroom),"We launched the first 2 volumes of the Twelve Planets - Nightsiders and Love and Romanpunk at Swancon 36. At Swancon 40 in April, we will release the twelfth volume in this collection – Cherry Crow Children by Deborah Kalin.
4 years in the making, 12 volumes of (mostly) 4 short stories, each by some of Australia’s finest short story writers, many now award winning.

Expect cake. Expect sheer joy at delivering this awesome ride of a project. Expect New Projects."
12844,"Fri, 03 Apr 2015 12:00:00 +0800","Fri, 03 Apr 2015 13:00:00 +0800",Learn Ogre,Participation Game,,Gaming Room (Goldsworthy),"This classic Steve Jackson two player game of ginormous cyber tank against an army. This is one of the most portable, affordable, cardboard wargames out there and it has held up well to the test of time."
12680,"Fri, 03 Apr 2015 12:30:00 +0800","Fri, 03 Apr 2015 13:00:00 +0800","Launch - Tehani Wessely - ""Insert Title Here""",Launch,Tehani Wessely,Centre Ballroom (Med Ballroom),"Launch of book ""Insert Title Here"""
12388,"Fri, 03 Apr 2015 13:00:00 +0800","Fri, 03 Apr 2015 14:00:00 +0800",Lunch,Break,,,
12822,"Fri, 03 Apr 2015 13:45:00 +0800","Fri, 03 Apr 2015 14:00:00 +0800",Welcome to Swancon,Conrunning,,North Ballroom (Large ballroom),
12598,"Fri, 03 Apr 2015 14:00:00 +0800","Fri, 03 Apr 2015 15:00:00 +0800",Beauty & the Beast: The Original Werewolf Tale?,Fantasy,"Shona Husk, Damian Magee",Centre Ballroom (Med Ballroom),"Could this be the origin of the werewolf tale? Taking a look at the classic, we asks the question, is this the original werewolf story? And if not, where does it come from? Come and join in, who knows where the journey will take us."
12736,"Fri, 03 Apr 2015 14:00:00 +0800","Fri, 03 Apr 2015 15:30:00 +0800",Mario Kart WiiU,Video Games,Adam McCaw,Pilbara (Video Game Stream),Play as iconic Nintendo characters racing to win trohpies and gain fame. Race across a variety of courses from various Nintendo franchises. This will be run as a tournament.
12785,"Fri, 03 Apr 2015 14:00:00 +0800","Fri, 03 Apr 2015 15:00:00 +0800",How to be a good GM (Pt 1 of 2),Gaming,"Daniel Drhoz, Tash Maitland, Daniel Ryba, Adrian Smith, Frames White",North Hamersley (Gaming and Others),"MODERATOR: FRAMES WHITE 
Are you a GM? (Games Master/Dungeon Master/Storyteller etc) Do you get frustrated by your players? Or are there players you would pay to have in your group? Join us for this panel on what makes a good Games Master and share your tricks and tips."
12828,"Fri, 03 Apr 2015 14:00:00 +0800","Fri, 03 Apr 2015 15:00:00 +0800",Costuming for Fun and Effect!,"Fandom, X For Beginners","Sarah Akers, Pax Weber",North Ballroom (Large ballroom),"""What to wear? Costuming can be fun, daring, frightening, cheap or expensive. The difference between fantastic and forgettable can often lie in the first stages of planning. We hope to take you through some of the steps of choosing a costume, and tips for execution. Or; How to make a costume for fun and effect"""
12833,"Fri, 03 Apr 2015 14:00:00 +0800","Fri, 03 Apr 2015 15:00:00 +0800",Looking Beyond the Left Hand: Gender and Sexuality in Contemporary SF,"Literature, new","Tsana Dolichva, Alisa Krasnostein, Gene Melzack, Alex Pierce",Hamersley South (Small Panel Room),"It has been more than 45 years since Ursula Le Guin’s novel The Left Hand of Darkness stunned readers with its thoughtful and ground-breaking portrayal of shifting gender and sexuality. Almost five decades later, it remains one of the commonly cited examples of science fiction that pushes the boundary of gender identity and sexuality. How far have we come since then? How are contemporary writers exploring these concepts and ideas, and to what extent – if any – has the real world followed or even overtaken them? What responsibility do authors have to reflect or provoke gender issues in their fiction?"
12845,"Fri, 03 Apr 2015 14:00:00 +0800","Fri, 03 Apr 2015 15:00:00 +0800",Learn Take 6!,Participation Game,,Gaming Room (Goldsworthy),"This card game will have you narrowly surveying your cards for the one that fits best. Fast, fun and sometimes frustrating, try to ensure that your opponents get to take cards, while you avoid taking cards yourself. If you're forced to, try to set up others to take a fall."
12878,"Fri, 03 Apr 2015 14:00:00 +0800","Fri, 03 Apr 2015 14:30:00 +0800",Reading by Danny Oz,Family,Danny Oz,Family Room (Boardroom),
12702,"Fri, 03 Apr 2015 14:30:00 +0800","Fri, 03 Apr 2015 15:30:00 +0800",The Basics of Drawing,Family,Nancy Lorenz,Family Room (Boardroom),"Learn how to draw basic shapes, animals, dragons or maybe even people with Nancy!"
12444,"Fri, 03 Apr 2015 15:00:00 +0800","Fri, 03 Apr 2015 16:00:00 +0800",Anime (and Manga) for ABSOLUTE Beginners,"Anime / Manga, X For Beginners","Michael Cogan, Andy Hahn, Heather Magee, Candice Schilder",Hamersley South (Small Panel Room),"So you have seen some dubbed TV that someone described as ""Anime"" and you are curious. You want to watch more (And also read some of the strange ""Manga"" they are based on) but there's so much stuff out there and you don't know where to start. Our friendly panelists are here to help!"
12596,"Fri, 03 Apr 2015 15:00:00 +0800","Fri, 03 Apr 2015 16:00:00 +0800",The Person behind the TimeLords: The Script editors of Doctor Who,TV,"Damian Magee, Danny Oz, Grant Watson",North Ballroom (Large ballroom),A good script editor can winnow out the chaff and polish the rough gems into shining masterpieces. We look at the craft and at some of the best.
12613,"Fri, 03 Apr 2015 15:00:00 +0800","Fri, 03 Apr 2015 16:00:00 +0800",Terrors of the Second Draft,"Mod, Writing","Amanda Bridgeman, Russell B Farr, Donna Maree Hanson, Keith Stevenson",North Hamersley (Gaming and Others),"MODERATOR: RUSSELL B FARR
A lot of aspiring novelists focus so intently on getting their first draft compete that they never pause to consider what comes next: the rewrite. For some it’s a brilliant opportunity, for others an unwanted task filled with reluctance and dread. What is the best way to go about rewriting your fiction once you’ve completed it? What are the best tricks, techniques and tips to take your work from good to brilliant? What are the traps and pitfalls to avoid? A panel of professional writers discuss their own creative process in refining their works for publication."
12679,"Fri, 03 Apr 2015 15:00:00 +0800","Fri, 03 Apr 2015 16:00:00 +0800",The Writer's Interview: Kylie Chan,Guest of Honour Item,"Kylie Chan, Helen Stubbs",Centre Ballroom (Med Ballroom),"Interview with our guests from a whole career retrospective: where they came from, what influenced them, what led them to the career they have today."
12846,"Fri, 03 Apr 2015 15:00:00 +0800","Fri, 03 Apr 2015 16:00:00 +0800",Learn Ugg-Tect,Participation Game,,Gaming Room (Goldsworthy),"As palaeolithic builders you rely on teamwork, gestures and strange sounding words to get Stonehenge built the way it should be. Your Ugg-Tect knows what it should look like, but no one else does.  If you find you enjoy the game, step up for the panel game version of Ugg-Tect Royale (see program) as one of the contestan"
12705,"Fri, 03 Apr 2015 15:30:00 +0800","Fri, 03 Apr 2015 16:00:00 +0800",Quiet Reading,Family,,Family Room (Boardroom),
12737,"Fri, 03 Apr 2015 15:30:00 +0800","Fri, 03 Apr 2015 18:00:00 +0800",Super Smash Bros WiiU/3DS,Video Games,Adam McCaw,Pilbara (Video Game Stream),Play as various Nintendo characters from all sorts of Nintendo games. Watch them beat each other up in a frantic fighting game for up to 8 players at the same time! This will be run as a tournament.
12492,"Fri, 03 Apr 2015 16:00:00 +0800","Fri, 03 Apr 2015 17:00:00 +0800","Enlightenment vs Resistance: Ingress, a globetrotting real world MMO.",Gaming,"Doug Burbidge, Danny Oz, Sarah Parker, Erin Stark",North Ballroom (Large ballroom),"Come and find out about Ingress, a rapidly growing ""Real World"" MMO based on digital interactions with real world objects. Find out about the two factions, the methods of the game and why so many people in Perth have joined."
12585,"Fri, 03 Apr 2015 16:00:00 +0800","Fri, 03 Apr 2015 17:00:00 +0800",The End of the Printed Page: Are Books (as we know them) Dead?,"Books, Guest of Honour Item","PRK , Amanda Bridgeman, Kylie Chan, Donna Maree Hanson, Louisa Loder",Centre Ballroom (Med Ballroom),"MODERATOR: PRK
Is reading books dead? In the age of TV, movies, youtube and fanfiction, are the publishing industry and high quality fiction dead?"
12786,"Fri, 03 Apr 2015 16:00:00 +0800","Fri, 03 Apr 2015 17:00:00 +0800",How to be a good RPGer (Pt 2 of 2) ,"Gaming, Mod","Daniel Drhoz, Tash Maitland, Daniel Ryba, Adrian Smith, Frames White",North Hamersley (Gaming and Others),"MODERATOR: FRAMES WHITE 
Are you a RPGer? Do you get frustrated by your GMs? Or is there a GM that you would pay to have run your group? Join us for this panel on what makes a good RPGer and share your tricks and tips."
12834,"Fri, 03 Apr 2015 16:00:00 +0800","Fri, 03 Apr 2015 17:00:00 +0800",Reframed and Repackaged: SF as literature,,"Jack Bridges, Tsana Dolichva, Bec Handcock, Cat Sparks",Hamersley South (Small Panel Room),"MODERATOR: BEC HANDCOCK
Some of the best speculative fiction available can’t be found in the science fiction or fantasy sections of the bookshop - you need to go hunting in the “literature” shelves for Attwood, Palahniuk and Murakami, among others. A discussion on why authors and publishers choose or are encouraged to be marketed within or without the genre they are writing in, and in some cases to refuse to acknowledge genre at all. What makes a book science fiction, and what makes it literature?"
12847,"Fri, 03 Apr 2015 16:00:00 +0800","Fri, 03 Apr 2015 17:00:00 +0800",Learn Ticket to Ride: Europe,Participation Game,,Gaming Room (Goldsworthy),"This is a fast, incredibly popular and fun boardgame for the whole family. Easy to learn! Connect your cities and risk short cuts through tunnels to obtain your goals. Will your opponents block you? Play with your little carriage pieces in the meantime, and remember, every line you don't complete is subtracted from your score at the end!"
12884,"Fri, 03 Apr 2015 16:00:00 +0800","Fri, 03 Apr 2015 16:30:00 +0800",Open Room - No Scheduled Event,Family,,Family Room (Boardroom),"Room is open with books, toys, and random crafts or colouring in. Feel free to come in for a quiet moment, take a deep breath or have a glass of water."
12707,"Fri, 03 Apr 2015 16:30:00 +0800","Fri, 03 Apr 2015 17:00:00 +0800",Reading by Sally Beasley,Family,Sally Beasley,Family Room (Boardroom),Family reading for children by Sally Beasley
12399,"Fri, 03 Apr 2015 17:00:00 +0800","Fri, 03 Apr 2015 17:30:00 +0800",Geekling Sing-A-Long,"Family, Fandom, Young Adult",Desiree Heald,Family Room (Boardroom),"Geekling Sing-A-Long
Geeks and Geeklings come along and sing for your favourite children’s cartoon theme songs. 

Astroboy!
Frozen!
My Little Pony!
Sesame Street!
Disney!
And More!

Sing-A-Long With Sauron

Come sing favourite geek themed tunes and a few new ones as well. (Now with less hobbits)"
12467,"Fri, 03 Apr 2015 17:00:00 +0800","Fri, 03 Apr 2015 18:00:00 +0800",God's Advocate Panel,"Academic, Discussion, Mod","Jonathan Durnford, Frames White",Hamersley South (Small Panel Room),"MODERATOR: FRAMES WHITE
God’s Advocate - devil’s advocate panel in which I will defend fundamental christianity and the bible from the audience who will attempt to dissuade me (Jonathan)"
12545,"Fri, 03 Apr 2015 17:00:00 +0800","Fri, 03 Apr 2015 18:00:00 +0800","Kickstart, Patreon, Online Methods of Fundraising for Personal Projects",Fandom,"Helen Highwater, Travis Johnson, Matt Lindus",North Hamersley (Gaming and Others),"MODERATOR: RUSSELL B FARR
Kickstarter, Patreon, there's more and more ways of creating income or sourcing funds for projects than ever before. We take a look at some of them by people who have done it successfully, and unsuccessfully, and look into how they work, what they can and can't do, and stories about the experience."
12587,"Fri, 03 Apr 2015 17:00:00 +0800","Fri, 03 Apr 2015 18:00:00 +0800",Ch.ch.ch.changes: SF&F as a transformative force upon Society,"Fandom, Literature","Zara Baxter, Louisa Loder, Cat Sparks, Keith Stevenson",Centre Ballroom (Med Ballroom),“There is no place like home” Scifi takes us away from home. How has our world changed as a result of SF?
12610,"Fri, 03 Apr 2015 17:00:00 +0800","Fri, 03 Apr 2015 18:00:00 +0800",The Writer's Interview: John Scalzi and Grant Watson,"Guest of Honour Item, Writing","John Scalzi, Grant Watson",North Ballroom (Large ballroom),"Interview with our guests from a whole career retrospective: where they came from, what influenced them, what led them to the career they have today."
12848,"Fri, 03 Apr 2015 17:00:00 +0800","Fri, 03 Apr 2015 18:00:00 +0800",Halfling Heist,Participation Game,,Gaming Room (Goldsworthy),"""Halfling Heist is a fast-paced board game that pits you against three other rival Halfling thieves. Snatch as much food as possible and scram before the City Watch catches you red-handed with someone else’s chicken sandwich. It’s quick, fun and brutal as you dodge the barroom brawl and try to outgrab and outscore your fellow Halflings. The more hits you take, the more Luck you’ll gain - just make sure you get out in time to enjoy your meal!"
12885,"Fri, 03 Apr 2015 17:30:00 +0800","Fri, 03 Apr 2015 18:00:00 +0800",Open Room - No Scheduled Event,Family,,Family Room (Boardroom),"Room is open with books, toys, and random crafts or colouring in. Feel free to come in for a quiet moment, take a deep breath or have a glass of water."
12394,"Fri, 03 Apr 2015 18:00:00 +0800","Fri, 03 Apr 2015 19:30:00 +0800",Dinner,Break,,,
12849,"Fri, 03 Apr 2015 19:00:00 +0800","Fri, 03 Apr 2015 20:00:00 +0800",Learn Ticket to Ride: Europe,Participation Game,,Gaming Room (Goldsworthy),"This is a fast, incredibly popular and fun boardgame for the whole family. Easy to learn! Connect your cities and risk short cuts through tunnels to obtain your goals. Will your opponents block you? Play with your little carriage pieces in the meantime, and remember, every line you don't complete is subtracted from your score at the end!"
12451,"Fri, 03 Apr 2015 19:30:00 +0800","Fri, 03 Apr 2015 20:30:00 +0800","Who Owns ""Culture"", anyway? Working outside your own.","Guest of Honour Item, Literature","PRK , Kylie Chan, Christopher Hwang, Devin Jeyathurai, Ian Nichols",North Ballroom (Large ballroom),"""Many stories are told from outside our own cultural “boundaries”, either as a direct transplant or a cultural “homage”. What should we be aware of when we do this? What problems can happen? How do we make sure we aren't being offensive or inappropriate?"""
12577,"Fri, 03 Apr 2015 19:30:00 +0800","Fri, 03 Apr 2015 20:30:00 +0800",Intersections Between Sex and Technology,"Adult Only, Science and Tech",Sandy Norman,Hamersley South (Small Panel Room),Sex is often assumed to be natural and instinctive but it has always been intricately connected with technology. This presentation will discuss some of these intersections and speculate about where technology might lead us in the future.
12605,"Fri, 03 Apr 2015 19:30:00 +0800","Fri, 03 Apr 2015 20:30:00 +0800",Before the Flood: Anime in Australia before the 90s,Anime / Manga,Damian Magee,Centre Ballroom (Med Ballroom),
12744,"Fri, 03 Apr 2015 19:30:00 +0800","Fri, 03 Apr 2015 23:00:00 +0800",Halo 4,Video Games,Adam McCaw,Pilbara (Video Game Stream),"Come enlist as a Spartan in the UNSC! Compete against other Spartans for glory and points to be the beat...and once you've survived that, we'll throw you into a bunch of crazy alternative games such as Demolition Derby, Run to survive, Super Happy Fun Land and Left 4 Dead! This will be run as a tournament."
12795,"Fri, 03 Apr 2015 19:30:00 +0800","Fri, 03 Apr 2015 19:45:00 +0800",FF  - Agent Carter,"15 Minutes, TV",Desiree Heald,North Hamersley (Gaming and Others),Agent Carter - by Desiree
12808,"Fri, 03 Apr 2015 19:45:00 +0800","Fri, 03 Apr 2015 20:00:00 +0800",FF - Defiance,"15 Minutes, TV",Candice Schilder,North Hamersley (Gaming and Others),
12799,"Fri, 03 Apr 2015 20:00:00 +0800","Fri, 03 Apr 2015 20:15:00 +0800",FF - Black Mirror,"15 Minutes, TV",Jonathan Durnford,North Hamersley (Gaming and Others),
12850,"Fri, 03 Apr 2015 20:00:00 +0800","Fri, 03 Apr 2015 21:00:00 +0800",Learn Splendor,Participation Game,,Gaming Room (Goldsworthy),"Fast to play, deceptively simple to learn and a beautiful game, Splendor will have you mining the most wonderful gems - rubies, emeralds, sapphires, diamonds and others in the hopes of buying your own mines and shops, and even attracting a visit by a noble! If you find you enjoy it or like the sound of it, step up to the tournament."
12441,"Fri, 03 Apr 2015 20:30:00 +0800","Fri, 03 Apr 2015 22:30:00 +0800",Let's build a Civilisation: One Continent,"Art / Artistic, Guest of Honour Item, Mod","Sally Beasley, Shona Husk, Lisa Rye, John Scalzi, Candice Schilder",North Ballroom (Large ballroom),"MODERATOR: SALLY BEASLEY
On an otherwise boring Blue-Green world, orbiting a rather normal G type main sequence star lies the continent of Swanconia. Let's build the people, lands, countries and economy of this remarkable world.
Like worldbuilding, but less likely to degenerate to ""Bat creatures living in blobs of water in a universe ENTIRELY MADE OF ICE!!!one!"""
12682,"Fri, 03 Apr 2015 20:30:00 +0800","Fri, 03 Apr 2015 21:30:00 +0800",Scared S#!%less: How Horror Movies Work,Film,"Sonia Marcon, Grant Watson",Centre Ballroom (Med Ballroom),"Scared S#!%less: How Horror Movies Work
Many enjoy a good horror movie, but few consider how they actually work. Why are we drawn to things that frighten or startle us? Learn the techniques used by horror directors from America, Europe and Asia to see why precisely horror cinema frightens us - and why we enjoy it."
12765,"Fri, 03 Apr 2015 20:30:00 +0800","Fri, 03 Apr 2015 22:00:00 +0800",Under Construction - Marketing,Conrunning,"PRK , Matt Holmes, Samara Morgan",North Hamersley (Gaming and Others),"With steadily rising costs for function space, accommodation and airfare, conventions need to either attract and retain new members, steadily raise membership prices, or reduce the size / length of the convention. This session examines how conventions can best market to potential new members with limited budgets?"
12880,"Fri, 03 Apr 2015 20:30:00 +0800","Fri, 03 Apr 2015 21:30:00 +0800",I Got My Sex Education from Fiction Books,"Adult Only, Discussion",Jonathan Durnford,Hamersley South (Small Panel Room),"A question and answer discussion panel with lots of audience participation.

In our youth as geeks, we all likely read above our average reading level, and in our journey through the library inevitably encountered that one fantasy book with the.... uh... intimate scene. Discuss with us: is this a good thing or a bad thing? Should children be able to read whatever they want? How do fiction books portray sexuality? And how should they"
12398,"Fri, 03 Apr 2015 21:30:00 +0800","Fri, 03 Apr 2015 23:59:00 +0800",Beefcake!!! The Third,Adult Only,"Kitty Byrne, Kat Griffiths",Hamersley South (Small Panel Room),"Beefcake III: The Beefening!

Come along for the updated, revamped, and actually organised for once Beefcake. No, really. We're organised."
12620,"Fri, 03 Apr 2015 21:30:00 +0800","Fri, 03 Apr 2015 22:30:00 +0800",The Batman Problem: The Dark Nut Returns,"Comics, Film","Devin Jeyathurai, Travis Johnson, John Parker",Centre Ballroom (Med Ballroom),"All things considered, Batman is probably the most popular superhero of all time. He recently celebrated his 75th birthday, he stars in numerous comic books each month, and for decades he’s been adapted for animation, television, videogames and film. The problem is: should we like him at all? He’s presented as a masked crime fighter saving the lives of countless Gothamites, but when you think about it he’s also a mentally unhinged billionaire who dresses in fetish outfits every night and assaults the mentally unwell. Come take a look at Batman and his fictional universe from a fresher perspective: you may not like what you see."
12607,"Fri, 03 Apr 2015 22:00:00 +0800","Sat, 04 Apr 2015 00:00:00 +0800",GWEN Live stream (Up From Down Under with Michael),"JP Review, Podcast / Radio",Michael Cogan,North Hamersley (Gaming and Others),
12741,"Mon, 06 Apr 2015 09:00:00 +0800","Mon, 06 Apr 2015 13:00:00 +0800",Open Console Gaming,Video Games,Adam McCaw,Pilbara (Video Game Stream),"Come play some consoles! Try new games, play with friends or catch up on a game you haven't finished yet."
12863,"Mon, 06 Apr 2015 09:00:00 +0800","Mon, 06 Apr 2015 10:00:00 +0800",Learn Splendor,Participation Game,,Gaming Room (Goldsworthy),"Fast to play, deceptively simple to learn and a beautiful game, Splendor will have you mining the most wonderful gems - rubies, emeralds, sapphires, diamonds and others in the hopes of buying your own mines and shops, and even attracting a visit by a noble! If you find you enjoy it or like the sound of it, step up to the tournament."
12600,"Mon, 06 Apr 2015 10:00:00 +0800","Mon, 06 Apr 2015 11:00:00 +0800",Forgotten TV Animation: the Hidden Gems,TV,Damian Magee,North Ballroom (Large ballroom),"This powerpoint presentation look at beginning of TV Animation has been a staple diet, some has become classics, awhile others have been forgotten; like Crusader Rabbit, Funny Company, King Leonard & his Short Subjects, Here Comes Grump and many others."
12697,"Mon, 06 Apr 2015 10:00:00 +0800","Mon, 06 Apr 2015 11:00:00 +0800",General Crafting,Family,,Family Room (Boardroom),
12764,"Mon, 06 Apr 2015 10:00:00 +0800","Mon, 06 Apr 2015 11:00:00 +0800",Under Construction - Convention Theme,Conrunning,PRK ,Hamersley South (Small Panel Room),"A convention is a fantastic way to steer an overall conversation about the genre. What do you want your convention to *say*? What is its theme? How can you want to use your convention, guests and programme to question or redirect how we interact with speculative fiction?"
12789,"Mon, 06 Apr 2015 10:00:00 +0800","Mon, 06 Apr 2015 13:00:00 +0800",Live Action Robo Rally,Gaming,"Bronwyn McDougall, Tim McDougall",South Ballroom (Traders and Art Show Room),"Life Sized Robo Rally! Come along and either program your friends into terrible situations or alternatively, be the robotic plaything of a deranged computer, as represented by your friends."
12832,"Mon, 06 Apr 2015 10:00:00 +0800","Mon, 06 Apr 2015 11:00:00 +0800","What's happening with the Square Kilometre Array, and the Murchison Widefield Array",Science and Tech,Andrew Williams,Centre Ballroom (Med Ballroom),"Dr Andrew Williams, Curtin University

The Square Kilometre Array will be the biggest telescope ever built, tens or hundreds of times more sensitive than any other radio telescope. It's going to be built on two sites, one in South Africa and the other here in WA. The only problem was that the original design was costed at three times as much money as was available to build it...

The complex 're-baselining' negotiations have just finished, and the SKA office have released the new SKA layout and adjusted timeline. I'll talk about what that will mean to the project as a whole as well as us here in WA. I'll also talk about the telescope I work on, the Murchison Widefield Array, a direct precursor to the low-frequency part of the SKA."
