id,start_time,end_time,title,tags,people,venues,description
11737,"Fri, 18 Apr 2014 04:30:00 -0400","Fri, 18 Apr 2014 05:00:00 -0400",Ugg-Tect Royale Set-up,"","",Bordeaux North (L1),
11738,"Sun, 20 Apr 2014 03:30:00 -0400","Sun, 20 Apr 2014 04:30:00 -0400",Book Launch,"","Russell Farr, Glenda Larke",Champagne Foyer,
11739,"Thu, 17 Apr 2014 23:00:00 -0400","Thu, 17 Apr 2014 23:30:00 -0400",Reading - Damian Magee,"",Damian Magee,Family Room (L1),
11740,"Thu, 17 Apr 2014 23:30:00 -0400","Fri, 18 Apr 2014 00:00:00 -0400",Kitkat Jenga,"","",Family Room (L1),
11741,"Fri, 18 Apr 2014 00:00:00 -0400","Fri, 18 Apr 2014 00:30:00 -0400","Creative Time - Spaceships, Weapons and Castles","","",Family Room (L1),
11742,"Fri, 18 Apr 2014 00:30:00 -0400","Fri, 18 Apr 2014 01:00:00 -0400",Rainbow Fairies Colouring In (Daisy Meadows Series) ,"","",Family Room (L1),
11743,"Fri, 18 Apr 2014 01:00:00 -0400","Fri, 18 Apr 2014 01:30:00 -0400",Face Painting,"",Nancy Lorenz,Family Room (L1),
11744,"Fri, 18 Apr 2014 03:00:00 -0400","Fri, 18 Apr 2014 03:30:00 -0400",Food Art,"",Sarah Parker,Family Room (L1),
11745,"Sat, 19 Apr 2014 03:30:00 -0400","Sat, 19 Apr 2014 04:00:00 -0400",Reading: Rachel Turner,"",Rachael Turner,Family Room (L1),
11746,"Fri, 18 Apr 2014 03:30:00 -0400","Fri, 18 Apr 2014 04:30:00 -0400",Tiki's Panels,"","",Family Room (L1),
11747,"Fri, 18 Apr 2014 04:30:00 -0400","Fri, 18 Apr 2014 05:00:00 -0400",Reading: Shay Telfer,"",Shay Telfer,Family Room (L1),
11748,"Fri, 18 Apr 2014 22:30:00 -0400","Fri, 18 Apr 2014 23:00:00 -0400",Chocolate Ker-Plunk,"",Ruth Turner,Family Room (L1),
11749,"Fri, 18 Apr 2014 23:00:00 -0400","Fri, 18 Apr 2014 23:30:00 -0400",Robot Turtles,"",Rob Masters,Family Room (L1),
11750,"Fri, 18 Apr 2014 23:30:00 -0400","Sat, 19 Apr 2014 00:00:00 -0400",Alien Cookie Decorating,"",Sarah Parker,Family Room (L1),
11751,"Sat, 19 Apr 2014 00:00:00 -0400","Sat, 19 Apr 2014 02:00:00 -0400",Plush Toy Wars,"",Adam McCaw,Family Room (L1),
11752,"Sat, 19 Apr 2014 02:00:00 -0400","Sat, 19 Apr 2014 02:30:00 -0400",Guest of Honour Reading,"",Sally Beasley,Family Room (L1),
11753,"Sat, 19 Apr 2014 02:30:00 -0400","Sat, 19 Apr 2014 03:30:00 -0400",TV Show and Colouring In - Scooby Doo,"",John Parker,Family Room (L1),
11754,"Fri, 18 Apr 2014 02:30:00 -0400","Fri, 18 Apr 2014 03:00:00 -0400",Reading,"","",Family Room (L1),
11755,"Sat, 19 Apr 2014 04:00:00 -0400","Sat, 19 Apr 2014 05:00:00 -0400",Geekling Sing-A-Long,"",Desiree Heald,Family Room (L1),
11756,"Sat, 19 Apr 2014 23:00:00 -0400","Sat, 19 Apr 2014 23:30:00 -0400",Reading,"","",Family Room (L1),
11757,"Sat, 19 Apr 2014 23:30:00 -0400","Sun, 20 Apr 2014 00:00:00 -0400",Chocolate Checkers,"","",Family Room (L1),
11758,"Sun, 20 Apr 2014 01:00:00 -0400","Sun, 20 Apr 2014 03:00:00 -0400",The Best of MLP + Colouring In,"",Adam McCaw,Family Room (L1),
11759,"Sun, 20 Apr 2014 03:00:00 -0400","Sun, 20 Apr 2014 03:30:00 -0400",Reading,"","",Family Room (L1),
11760,"Sun, 20 Apr 2014 03:30:00 -0400","Sun, 20 Apr 2014 04:30:00 -0400",Kitkat Jenga,"","",Family Room (L1),
11761,"Sun, 20 Apr 2014 22:00:00 -0400","Mon, 21 Apr 2014 00:00:00 -0400",Movie 1,"","",Family Room (L1),
11762,"Mon, 21 Apr 2014 00:30:00 -0400","Mon, 21 Apr 2014 02:00:00 -0400",Movie 2,"","",Family Room (L1),
11763,"Mon, 21 Apr 2014 02:30:00 -0400","Mon, 21 Apr 2014 04:00:00 -0400",Movie 3,"","",Family Room (L1),
11764,"Mon, 21 Apr 2014 04:00:00 -0400","Mon, 21 Apr 2014 05:00:00 -0400",Pack Up,"","",Family Room (L1),
11942,"Sun, 20 Apr 2014 02:30:00 -0400","Sun, 20 Apr 2014 03:30:00 -0400",Children's Masquerade,"",Emma Hawkes,Family Room (L1),
