id,start_time,end_time,title,tags,people,venues,description
5406,"Thu, 01 Apr 2010 23:30:00 -0400","Fri, 02 Apr 2010 00:30:00 -0400",Welcome to Your First Con,"","Sarah  Parker, John  Samuel",Montana A,"Welcome to your first convention! Cons can be a magic space where awesome things happen, or you can end up hung over and/or dead on your feet. Come and find out where the toilets are, how to stave off starvation, and what to do when you have questions."
5407,"Thu, 01 Apr 2010 23:30:00 -0400","Fri, 02 Apr 2010 00:30:00 -0400",Parasites: What are you Carrying?,"","Drhoz, Scott  Sigler, Coreynn  Tan",Montana B,"What ghastly, bloodsucking, skin-sisolving, genome corrupting, mind-controlling denizens of nightmare and hypchondria are you carryng **right now**?"
5408,"Thu, 01 Apr 2010 23:30:00 -0400","Fri, 02 Apr 2010 00:30:00 -0400",Children's TV Shows: Live Action from the 60s and 70s,"",Damian  Magee,Cocktail Lounge,"1968-1984 is the golden time for live action series for most of the children of the world. This panel discusses some of these shows with clips including ""Freewheelers"", ""Catweazle"", ""Ace of Wands"", ""Tomorrow People"", ""Andra"" and many more. Come along and share your memories of those happy times."
5409,"Thu, 01 Apr 2010 21:30:00 -0400","Fri, 02 Apr 2010 06:30:00 -0400",Art Show,"",Drhoz,Fan Lounge,
5410,"Fri, 02 Apr 2010 01:30:00 -0400","Fri, 02 Apr 2010 02:30:00 -0400",LARP Presentation - Introduction,"","Mel  , Sarah  ",Montana B,"Live Action Role Playing - what is it, and what does it involve? Come and see."
5411,"Fri, 02 Apr 2010 01:30:00 -0400","Fri, 02 Apr 2010 02:30:00 -0400",Robin & Sidekicks in comics,"","Narelle Harris, Craig  Stephenson",Cocktail Lounge,"Robin, Speedy, Bucky - what's the deal with heroes and sidekicks?"
5412,"Fri, 02 Apr 2010 02:30:00 -0400","Fri, 02 Apr 2010 03:30:00 -0400",Scott Sigler - Guest of Honor Speech,"",Scott  Sigler,"Montana A, Montana B",This year's International Guest is let loose on an unsuspecting audience to show his first Australian convention what makes the man with the scissors tick.
5413,"Fri, 02 Apr 2010 02:30:00 -0400","Fri, 02 Apr 2010 03:30:00 -0400",Dark Fantasy,"",Ju  LandÃ©esse,Cocktail Lounge,Examining an area of speculative fiction that has undergone substantial growth and popularity in recent times
5414,"Fri, 02 Apr 2010 03:30:00 -0400","Fri, 02 Apr 2010 04:30:00 -0400",Getting Published,"",Ian Irvine,Montana A,"Ian talks about the publishing marketplace, how it's changing, what publishers want and how to give it to them -- and what happens once you get an offer."
5415,"Fri, 02 Apr 2010 03:30:00 -0400","Fri, 02 Apr 2010 04:30:00 -0400",Aussiecon Promotion,"","Karen  Babcock, Emma  Hawkes",Montana B,Come and find out about the upcoming Worldcon being held in Melbourne
5416,"Fri, 02 Apr 2010 03:30:00 -0400","Fri, 02 Apr 2010 04:30:00 -0400",The Fleischer Brothers 'Superman',"",David  Medlen,Cocktail Lounge,"For most of the 1940's, Superman cartoons are just a distant childhood memory but in fact technically and cinematically they were groundbreaking and helped to establish Superman as a multimedia franchise even becoming a propaganda tool for the allies."
5417,"Fri, 02 Apr 2010 04:30:00 -0400","Fri, 02 Apr 2010 05:30:00 -0400",Safe Spaces,"","Elaine  Kemp, Ju  LandÃ©esse, Sarah  Parker",Montana A,"Everyone thinks of conventions as safe spaces where they can just hang out and be. This is not always true. Our panelists will talk about creating safe spaces, maintaining safe spaces, safe spaces at conventions and other public spaces, and the unspoken rules of safe spaces at cons. Includes discussions of the 
""Open Source Boob Project"", room parties and conventions we've been to. There might be some amusing stories in there too as well as some warnings and food for thought. "
5418,"Fri, 02 Apr 2010 04:30:00 -0400","Fri, 02 Apr 2010 05:30:00 -0400",Lost? The End is Near,"","Helen  Balfour, Tina  Eitelhuber, Tom  Eithelhuber",Montana B,"With the final season being well underway, Lost will soon be over! What have we learnt about the mysterious island since last year and what revelations could remain in store? As with 2009's panel, we'll be encouraging open discussion of the series to date as well as speculation on what might be in store for the show's final stretch. A must for all Lost fans!"
5419,"Fri, 02 Apr 2010 04:30:00 -0400","Fri, 02 Apr 2010 05:30:00 -0400",Perfectly Packaged - Designing Science Fiction,"","Alisa  Krasnostein, Amanda  Rainey",Cocktail Lounge,"So the novel has been written and edited - but what governs how the final product will look? How do science fiction and fantasy books get covers, who determines their perfect audience and how do publishers and distributors go about the task of selling as many copies as possible? What works, what doesn't and what are the trends of the present and the future?"
5420,"Fri, 02 Apr 2010 05:30:00 -0400","Fri, 02 Apr 2010 06:30:00 -0400",Disability in Science Fiction,"",Sophie  MacFarland,Montana A,"Monsters, mutants and mundanes: some of the common tropes and interesting possibilites around the portrayal of disability in science fiction."
5421,"Fri, 02 Apr 2010 05:30:00 -0400","Fri, 02 Apr 2010 06:30:00 -0400",The Future of Television - Does it have a future?,"",Damian  Magee,Montana B,"With everyone downloading of buying shows on DVD, has television lost its way or has it made its run?"
5422,"Fri, 02 Apr 2010 05:30:00 -0400","Fri, 02 Apr 2010 06:30:00 -0400",Getting to Know Narelle,"",Narelle Harris,Cocktail Lounge,"Narelle reads from her novel ""The Opposite of Life""; a vampire novel based in contemporary Melbourne. Find out why Charlaine Harris (author of the Sookie Stackhouse novels) says, ""If you can get this book, do""."
5423,"Fri, 02 Apr 2010 08:00:00 -0400","Fri, 02 Apr 2010 11:00:00 -0400",Auction,"","Chris  Creagh, Helen  Creagh, Anna  Hepworth",Montana A,"Come one, come all! The Swancon Auction will be the place to peruse and purchase the fabled fabric of fandom. Perhaps the presence of previously possessed paraphernalia will pry your purses of pennies? Or the phonics of fair Helen will facilitate the hammer-fall on a farrago of fashionable finds and fortune the ferrying of funds. **If you have beautiful things that you wish to sell please register then in the reception area after 6:30pm on Thursday and before 6:30 on Friday.**"
5424,"Fri, 02 Apr 2010 08:00:00 -0400","Fri, 02 Apr 2010 09:00:00 -0400",Making the Magic in Fantasy Novels work,"","Stephen Dedman, Richard  Harland, Sonia  Hebig, Sarah  Parker, Carol  Ryles",Montana B,"Our panelists have completed a number of works which feature magic in fantasy worlds. How do they balance the ned for the magic to 'work' while within the creative writing structure? Have there ever been instances when the magic hasn't worked, and had to be fixed in a work in progress? How can you tell when it's not working? Are there times when the nature of the magic in the worlds hasn't worked in a creative or holistic way with the plot?"
5425,"Fri, 02 Apr 2010 08:00:00 -0400","Fri, 02 Apr 2010 09:00:00 -0400",3D Printers,"",Caspian  Maclean,Cocktail Lounge,""
5426,"Fri, 02 Apr 2010 09:00:00 -0400","Fri, 02 Apr 2010 10:00:00 -0400",Andy Warhol and Fan Re-mixing,"","Cathy  Cupitt, Emily  Turner",Montana B,"Two of they key ideas informing Warhol's art are repetition and transformation, particularly in regards to the icons of everyday culture. I became interested in this philosophy because these ideas also underpin the remixing undertaken by many fans when creating fanworks. In this session, discussion will take place on some early discoveries about Warhol's work and philosophy and how they parallel the practices of current fan remixers and inform the wider practices of remix culture. "
5427,"Fri, 02 Apr 2010 09:00:00 -0400","Fri, 02 Apr 2010 10:00:00 -0400",Sandbox Vs Theme Park: MMOs Types,"","David  Cake, Brendan  Ragan",Cocktail Lounge,"Some MMOs are like ""Theme Parks"" in that there are attractions fo play through and a fairly set path to progress. In others, progression is what you make of it. Which ones work best for what kind of person and why do we like them?"
5428,"Fri, 02 Apr 2010 10:00:00 -0400","Fri, 02 Apr 2010 11:00:00 -0400",The Iron Brain Competition,"",Coreynn  Tan,Montana B,"There are good stores, great novels and truly awful writing. And there is writing of that ""special"" sort that makes you giggle in horror. Can you last through the reading without cracking a grin? Bring your 'terrible texts' along (of any rating) and test your strength of will. Guest starring the infamous ""Eye or Aragon"" by Jim Theis **This panel is an 18+ event and ID checks WILL be enforced**"
5429,"Fri, 02 Apr 2010 10:00:00 -0400","Fri, 02 Apr 2010 11:00:00 -0400",Scary Kisses Anthology,"",Liz  Grzyb,Cocktail Lounge,This is a launch fo the locally produced anthology _Scary Kisses_
5466,"Fri, 02 Apr 2010 21:30:00 -0400","Fri, 02 Apr 2010 22:30:00 -0400",Improvised Drama Games,"",Susan  Ackermann,Montana B,""
5467,"Fri, 02 Apr 2010 22:30:00 -0400","Fri, 02 Apr 2010 23:30:00 -0400",No you can't have a f... flying car; You couldn't get it to the market and it wouldn't sell anyway!,"","Nick   Evans, Robert  Wallace",Montana B,"Making a scientific discovery or inventing something is only half the battle. How do you move from the discovery phase to actually making a practical -- even commercial -- application? What makes the difference between commercial viable science and an interesting novelty? A look into the science and technology of the future, how they come to the market, why they succeed -- and the scientific discoveries guaranteed to fall?"
5468,"Fri, 02 Apr 2010 23:30:00 -0400","Sat, 03 Apr 2010 00:30:00 -0400",The New Who,"","Micheal  Cogan, Aaron  Creaser, Narelle Harris, Damian  Magee",Montana B,An in-depth look at the changes from the David Tennant era to the Matt Smith era. This will include a look at the cast and crew changes and the previous work of Matt Smith and Karen Gillian.
5469,"Fri, 02 Apr 2010 21:30:00 -0400","Sat, 03 Apr 2010 06:30:00 -0400",Market Day,"","",Montana A,""
5470,"Fri, 02 Apr 2010 21:30:00 -0400","Fri, 02 Apr 2010 22:30:00 -0400",Guest of Honour Reading,"",Ian Irvine,Cocktail Lounge,Ian will read a piece of prose of his choosing. 
5471,"Fri, 02 Apr 2010 22:30:00 -0400","Fri, 02 Apr 2010 23:30:00 -0400",Haven't a Thing to Wear,"",Coreynn  Tan,Cocktail Lounge,"The Masquerade Ball is tonight; are you dressing up? Have you got a costume, or is your costume giving you trouble? Come and get help fixing it, kludging one together for fun or just finishing it off in good company. Bring your bits and pieces to add to ours. Supervised school aged children welcome, but please, no glitter! "
5472,"Fri, 02 Apr 2010 23:30:00 -0400","Sat, 03 Apr 2010 00:30:00 -0400",Gynaecon 10th Anniversary,"",Gynaecon Collective  ,Cocktail Lounge,"Join in the celebration of Gynaecon's 10th Anniversary, as we look back at what has been and where we are going. Find out about the Norma Hemming Award to be presented for the first time at Aussiecon 4 in September. There will be cake! "
5473,"Fri, 02 Apr 2010 21:30:00 -0400","Sat, 03 Apr 2010 06:30:00 -0400",Art Show,"",Drhoz,Fan Lounge,""
5474,"Sat, 03 Apr 2010 01:30:00 -0400","Sat, 03 Apr 2010 02:30:00 -0400",What's New and Notable in Child and Young Adult Sci-Fi and Fantasy,"",Gina  Goddard,Montana B,"Looking for some good reads for kids and teenagers? Gina will review recent and upcoming releases in the field and unearth some gems yu might not have heard of yet. Spend some time in the prison of _Incarceron_, fly with a _Mockingjay_, take a ride on _Leviathan_ or find out what happens _When You Reach Me_."
5475,"Sat, 03 Apr 2010 02:30:00 -0400","Sat, 03 Apr 2010 03:30:00 -0400",Ian Irvine - Guest of Honour Speech,"",Ian Irvine,Montana B,Come and see our Australian Guest of Honor impart his knowledge and insight. 
5476,"Sat, 03 Apr 2010 03:30:00 -0400","Sat, 03 Apr 2010 04:30:00 -0400",Xena - A Retrospective View ,"",Nancy  Lorenz,Montana B,"Xena: Warrior Princess was a huge phenomenon, bigger even than the original show _Hercules: The Legendary Journeys_ that spawned it. What caused people to sit up and take notices, where are the stars now and what messages and themes were important in such a culturally fascinating TV series?"
5477,"Sat, 03 Apr 2010 04:30:00 -0400","Sat, 03 Apr 2010 05:30:00 -0400",The Blockbusters of Shame,"","Stephanie   Bateman-Graham, Gina  Goddard",Montana B,"Who are the writers of science fiction and fantasy we don't embrase? Some of the world's best selling authors write SF, fantasy or speculative literature and yet we, in fandom, don't include them as part of the tribe. On the other hand, who are the writers who we wish would come into the fold but reject our loving embraces? How do once popular writers become unfashionable? Your panelists will look at the shame and snobbery surrounding science fiction and fantasy publishing and fannish enthusiasms."
5478,"Sat, 03 Apr 2010 05:30:00 -0400","Sat, 03 Apr 2010 06:30:00 -0400",Rumble in the Prose,"","Wing Chung, Kaneda   Cruz, Stephen Dedman, Scott  Sigler",Montana B,"Pit your writing skills with professional authors in an interactive panel that tests your skills in writing exciting, evocative and entertaining fight scenes. Kaneda and Wing will provide short fight vignettes as the inspiration and basis for volunteers to write a fight scene. The professional authors and audience volunteers will then have 5 minutes to come up with a piece of prose as though it were a pivotal fight scene in a novel, short story or epic poem. The audience is the referee and decides the winner. Will it be you? There is also time to discuss what makes it easy or hard to write fight scenes and our professional authors can provide hints and tips as well. So bring your pens, pencils, pads, notebooks, netbooks, iPads and imagination and show us that you can be a literary warrior. "
5479,"Sat, 03 Apr 2010 01:30:00 -0400","Sat, 03 Apr 2010 02:30:00 -0400",NASA's Budget Proposal,"","John  Parker, Paul  Talbot, Andrew Williams",Cocktail Lounge,"NASA has just announced dramatic changes in the future of space exploration after a White House committee found that NASA's current plans were largely unachievable without massive funding increases. The new budget cancels essentially all NASA human space programs, largely outsources human space exploration to private companies and allows NASA to focus on basic R&D and robotic exploration. These changes generated huge controversy, and the panel will cover the budget, and the issues, in detail. "
5480,"Sat, 03 Apr 2010 02:30:00 -0400","Sat, 03 Apr 2010 03:30:00 -0400",Modernising Classic Horror,"","John  Parker, Andrew  Sharp, Mike  Sharp, Kendra  Swaine",Cocktail Lounge,""
5481,"Sat, 03 Apr 2010 03:30:00 -0400","Sat, 03 Apr 2010 04:30:00 -0400","Dust, frogs, and the Square Kilometre Array - Whats going on now  onsite in the Murchison Region","",Andrew Williams,Cocktail Lounge,"Southern Africa and Australia are still competing to host the proposed 'Square Kilometer Array' (SKA), a radio telescope that will be more powerful than every other radio telescope in the world combined. The site decision won't be made until 2012 but smaller telescopes are being built at both of the proposed sites already. Dr Williams has been working on one of theme - the 'Murchison Widefield Array' (MWA) telescope project -- since 2007, and will tak about the MWA, other radio telescopes being built at the Australian site, and what it's actually like to work at the Australian SKA site. "
5482,"Sat, 03 Apr 2010 04:30:00 -0400","Sat, 03 Apr 2010 05:30:00 -0400",Comics You Should Be Reading,"","Tom  Eithelhuber, Damian  Magee",Cocktail Lounge,Our panel of avid comics readers will give you a guided tour of some of their favorite current titles. If you're looking for recommendations then look no further!
5483,"Sat, 03 Apr 2010 05:30:00 -0400","Sat, 03 Apr 2010 06:30:00 -0400",LARP Makeup Presentation,"","Mel  , Sarah  ",Cocktail Lounge,Learn how makeup can improve your LARPing experience.
5484,"Sat, 03 Apr 2010 08:00:00 -0400","Sat, 03 Apr 2010 11:00:00 -0400",Masquerade,"","","Montana A, Montana B","And down in the depths of darkness you will find... _THE MONSTER MASH!_ Come along and shake your groove ""THING...S"""
5485,"Sat, 03 Apr 2010 08:00:00 -0400","Sat, 03 Apr 2010 09:00:00 -0400",An Introduction to Vlad Taltos,"","John  Samuel, Craig  Stephenson",Cocktail Lounge,"Steve Burst has written 12 novels starring Vlad Taltos. Come along and learn of Vlad and the world of Dragaera, a world in which the human VLAD lives amongst the elves and the trouble this gets him in. "
5486,"Sat, 03 Apr 2010 09:00:00 -0400","Sat, 03 Apr 2010 10:00:00 -0400",Dating the Undead,"",Narelle Harris,Cocktail Lounge,"With all this paranormal romance around, isn't it time we examined the whole dating the undead phenomenon in detail? What are the pitfalls of dating someone who has already shuffled off this mortal coil? Do vampires, zombies or mummies make the best partners? "
5487,"Sat, 03 Apr 2010 22:30:00 -0400","Sat, 03 Apr 2010 23:30:00 -0400",Future War - Vision of Neuromancer,"",Wing Chung,Montana A,"We live in a highly connected world as a result of the internet. Conputing and telecommunications are a ubiquitous part of our lives that impact our social networks, financial systems, critical infrastructure such as power, water, social networks, financial systems and telecommunications. Technology has improved to the extent that we have small wireless computers, commercially available neural interfaces (Project Epoc Headsets from Emotive Systems) and Motion Control (wii) devices. Moreover, private enterprise (e.g. Commonwealth Bank) is seeking to reduce it's total cost of ownership for its computing and telecommunications by buying it as a service via cloud computing (e.g. Google, Microsoft). The UK Government is setting up its own internal cloud computing service for government agencies with an anticipated saving of Â£3.2 billion annually. There are those that will seek to take advantage of the ubiquity and concentration of technology to carry out their criminal, political and economic agendas. We have seen large scale cyber attacks to governments in Georgia and Estonia via botnets, floods etc. and government have seen that there are credible threats to cyberspace and their national security and have set up internal groups in their military to carry out and defend against cyberattacks, funded cross boundary exercises (Cyberstorm I, II and III), established national fora (IMPACT) to address these threats.

This panel discusses from an Australian context weather the SF visions of cyber war, espionage and terrorism are becoming a reality. What are the targets and could current practises/technologies stop them or at least limit the damage? What impact would it have on society and would we notice anything different? "
5488,"Sat, 03 Apr 2010 23:30:00 -0400","Sun, 04 Apr 2010 00:30:00 -0400",Avatar -Where do we go from here?,"","Richard  Harland, Ian Irvine",Montana A,"Is James Cameron's visual spectacular a sign of things to come? Will all SF and fantasy movies end up being made in 3D? Does AVATAR represent the logical conclusion of our craving for ""Wonder"" ? What does this mean for story? And, er, what about the characters?"
5489,"Sat, 03 Apr 2010 21:30:00 -0400","Sat, 03 Apr 2010 22:30:00 -0400",Yoga,"",Satima  Flavell,Montana B,"Writers spend a lot of time in front of a screen and often forget to exercise. What's more, many envision a yoga class as being a cross between a book camp and a contortionist's convention, so they don't even try it. In this gentle class we shall explore ways of using walls, desks and chairs as props and supports to get you moving, even if you are, like me, unfit, overweight, and overstressed and over 40. "
5490,"Sat, 03 Apr 2010 22:30:00 -0400","Sat, 03 Apr 2010 23:30:00 -0400",2009 in film,"","Tina  Eitelhuber, Tom  Eithelhuber",Montana B,"Reboots of classis franchises, adaptions of old fan favourites, re-imaginings of 80s cartoon classics, fantastical imaginary worlds, thrilling horror, eye-popping animation, sequesls galore and some tall blue aliens that made James Cameron (even more) exceedingly wealthy. We present the films which defined geek cinema for the year 2009 and try to separate the hits from the misses."
5491,"Sat, 03 Apr 2010 22:30:00 -0400","Sat, 03 Apr 2010 23:30:00 -0400",How did they do that?,"",Coreynn  Tan,Cocktail Lounge,"We've seen some spectacular costumes over the years, many memorable for beauty, shock or sheer niftiness. Ever wondered how they got those wings to stick, or how they made that cool beeping noise? Find out our secrets and revisit costumes you may have never seen!"
5493,"Sat, 03 Apr 2010 21:30:00 -0400","Sat, 03 Apr 2010 22:30:00 -0400",Guest of Honour Reading,"",Scott  Sigler,Cocktail Lounge,Scott will read a piece of prose of his choosing. 
5494,"Sat, 03 Apr 2010 23:30:00 -0400","Sun, 04 Apr 2010 00:30:00 -0400",Speed of Science,"",Anna  Hepworth,Montana B,""
5495,"Sat, 03 Apr 2010 23:30:00 -0400","Sun, 04 Apr 2010 00:30:00 -0400",Looking back at classic children's sci-fi & Fantasy Literature,"","Heather  Macgee, Damian  Magee",Cocktail Lounge,"Looking back on classic children's Sci-Fi/Fantasy; such as the Tripods series, The Neverending Story, books by Madeline L'Engle, C.S. Lewis, Edith Nasbit, Andre Norton, Terry Prachett, Patricia Wrightson and many, many more. Bring your own memories of what you read."
5496,"Sat, 03 Apr 2010 21:30:00 -0400","Sat, 03 Apr 2010 22:30:00 -0400",Girl Genius,"","Samara  Morgan, John  Parker",Fan Lounge,"Phil and Kaja Folio's _Girl Genius_ is a popular physical AND web comic based on a ""Gaslight Fantasy"" universe filled with monsters, steam powered robots and mad scientists. Come and hear the panelists try and predict the future of the series, as well as a compare the current tangled skein of plots."
5497,"Sat, 03 Apr 2010 22:30:00 -0400","Sat, 03 Apr 2010 23:30:00 -0400",Editing... How it Works,"","Gina  Goddard, Narelle Harris, Anna  Hepworth",Fan Lounge,Some times all a book needs to be great -- is a good edit!
5498,"Sat, 03 Apr 2010 23:30:00 -0400","Sun, 04 Apr 2010 00:30:00 -0400",Rock Star,"",Trevor  Phillips,Fan Lounge,"Want to be a Rock Star, but don't have time of talent? Looking for alternate ways to get your Real Band heard? A look a music console games and how they can affect the appreciation, acceptance, promotion and training of many of today's music and tomorrow's musicians."
5499,"Sun, 04 Apr 2010 01:30:00 -0400","Sun, 04 Apr 2010 02:30:00 -0400",World War II and Alternative Histories,"","John  Parker, Andrew  Sharp, Mike  Sharp",Cocktail Lounge,""
5500,"Sun, 04 Apr 2010 02:30:00 -0400","Sun, 04 Apr 2010 03:30:00 -0400",Sue and Gina's Excellent... Adventure,"","Susan  Ackermann, Gina  Goddard",Cocktail Lounge,Party on with tales from Sue and Gina!
5501,"Sun, 04 Apr 2010 03:30:00 -0400","Sun, 04 Apr 2010 04:30:00 -0400","Astroboy: New Century, New Visions","","Andrew  Phillips, Colin  Sharpe",Cocktail Lounge,"In 2009, Osamu Tezuka's Astroboy (aka Testuwan Atom) was adapted as both an American-funded CGI motion picture and as an eight-volume manga, Pluto by Naoki Urasawa. What is the continuing appeal of the Astroboy character, what new angles did the film and manga discover and how effectively did they contribute to the legacy of anime's most beloved character?"
5502,"Sun, 04 Apr 2010 04:30:00 -0400","Sun, 04 Apr 2010 05:30:00 -0400",Geek Away,"","Desiree  Heald, Owen  Wylde",Cocktail Lounge,"Come on a journey with Desiree and Owen as they explore Geek Japan, Godzilla and Otaku and Totoro -- oh my! "
5503,"Sun, 04 Apr 2010 01:30:00 -0400","Sun, 04 Apr 2010 02:30:00 -0400",Torchwood: Exposed!,"","Cathy  Cupitt, Emily  Turner",Fan Lounge,An examination of the Doctor Who spin-off.
5504,"Sun, 04 Apr 2010 02:30:00 -0400","Sun, 04 Apr 2010 03:30:00 -0400",The Best and Worst of Anime,"",Ross   Lionel,Fan Lounge,"Like any genre, Anime has it's highs and lows. Come discuss them here."
5505,"Sun, 04 Apr 2010 03:30:00 -0400","Sun, 04 Apr 2010 04:30:00 -0400",Fiction of Anthropomorphic Animals,"","Desiree  Heald, Anna  Hepworth",Fan Lounge,Come on a journey with Anna and Desiree into the use of anthropomorphic animals in fiction. 
5506,"Sun, 04 Apr 2010 04:30:00 -0400","Sun, 04 Apr 2010 05:30:00 -0400",Inside the Sci fi B-Movie,"",Peter   Kelly,Fan Lounge,"Weather a solid pulp or a guilty pleasure, the B-movie has been a staple of science fiction, fantasy and horror cinema since the 1950s. What makes a good B-Movie? Where is the line that divides the cool and culty from the bad or the unwatchable? From the famous B-Movies of the 1950s to the direct-to-DVD flicks of today, we present a special guide to the filmmakers, the trends and the individual films that every B-fan should be watching. "
5507,"Sun, 04 Apr 2010 01:30:00 -0400","Sun, 04 Apr 2010 03:30:00 -0400",Rebel Empire Lightsaber Workshop: Stage Combat with a Twist,"",Kaneda   Cruz,"Montana A, Montana B",Learn basic tricks and techniques used by Jedi and Sith. Learn basic Fight Choreography techniques used by the pros. All the fun and drama you've watched in the movies for Years. Dress up and put yourself in the world of Star Wars! Those who wish to bring their own lightsabres are encouraged. Places are limited and registration at the front desk is required prior to the workshop. 
5508,"Sun, 04 Apr 2010 03:30:00 -0400","Sun, 04 Apr 2010 04:30:00 -0400",Promoting Your Book,"","Narelle Harris, Ian Irvine",Montana A,Books don't sell themselves and often publishers don't try hard to sell them either. Ian tells you what you need to know to make your book a success - and all the things that have done that have failed! 
5509,"Sun, 04 Apr 2010 04:30:00 -0400","Sun, 04 Apr 2010 05:30:00 -0400",How About Heinlein?,"","Gina  Goddard, Emma  Hawkes, John  Samuel",Montana A,"Robert Heinlein's reputation has take a few hits since his heyday, but the influence of his works, particularly his juvenile novels cannot be understated. Three readers take a look at how Heinlein's juveniles stand up today and consider what they have to offer the 21st century reader. "
5510,"Sun, 04 Apr 2010 04:30:00 -0400","Sun, 04 Apr 2010 05:30:00 -0400",Lone Genius,"","Anna  Hepworth, Sophie  MacFarland",Montana B,""
5511,"Sun, 04 Apr 2010 03:30:00 -0400","Sun, 04 Apr 2010 04:30:00 -0400",Steampunk: The word on everyone's lips,"",Richard  Harland,Montana B,Why has the Steam Age come back into our collective imagination? What's the appeal? Why now? Where does it come from? And where is it steaming to? Is it a passing fad or a real challenge to the established set-up of spec fic genres? Is it mostly a style of fiction or mostly a style of dress? Could it be a whole way of life? 
5512,"Sun, 04 Apr 2010 05:30:00 -0400","Sun, 04 Apr 2010 06:30:00 -0400",Swancon 2011 Launch,"",Swancon 2011 Committee  ,"Montana A, Montana B",Come and see what surprises 2011 has in store for you...
5513,"Sun, 04 Apr 2010 08:00:00 -0400","Sun, 04 Apr 2010 09:00:00 -0400",Awards Ceremony,"","Anna  Hepworth, Ju  LandÃ©esse",Montana A,Wherein the winners of the Tin Ducks and other awards are announced. 
5514,"Sun, 04 Apr 2010 09:00:00 -0400","Sun, 04 Apr 2010 10:00:00 -0400",Video Quiz,"",Damian  Magee,Montana A,"For the fourth year, come and join in the fun and test your powers of observation by watching snippet clips from film & TV and try to answer those questions. "
5515,"Sun, 04 Apr 2010 10:00:00 -0400","Sun, 04 Apr 2010 11:00:00 -0400",Sing Star Idol,"","Drhoz, Desiree  Heald",Montana A,Swancon's own karaoke competition! Prizes for best score and audience's choice. Signup sheet at registration desk. 
5516,"Sun, 04 Apr 2010 08:00:00 -0400","Sun, 04 Apr 2010 09:00:00 -0400",Top SF&F Movies of the decade,"",Tom  Eithelhuber,Montana B,"The noughties are over! With the first decade of the new millenium behind us, the SwanCon community has voted to determine its 20 favorite films of 2000-09. Come along and see the results! If you haven't voted yet, it isn't too late -- grab a form from the registration desk and cast your vote by 4PM Saturday 3rd April."
5517,"Sun, 04 Apr 2010 09:00:00 -0400","Sun, 04 Apr 2010 10:00:00 -0400",Anime Archetypes,"",John  Samuel,Montana B,John discusses the many character archetypes that can be found amongst anime. 
5518,"Sun, 04 Apr 2010 08:00:00 -0400","Sun, 04 Apr 2010 09:00:00 -0400",Lets Go Fangirling!,"","Helen  Balfour, Desiree  Heald",Cocktail Lounge,"In a competition panel lat year's 'Fine Fellows of (Spec) Fiction"", Helen, Desiree and the audience will put favourite (and not so favourite) female characters from TV and film through the 'Shag/ Marry/ Cliff' game -- now with new added category... BEER! "
